"","dur"
"2498",181
"2499",228
"2500",191
"2501",201
"2502",165
"2503",201
"2504",200
"2505",203
"2506",213
"2507",196
"2508",223
"2509",209
"2510",207
"2511",170
"2512",217
"2513",176
"2514",195
"2515",194
"2516",229
"2517",187
"2518",193
"2519",198
"2520",211
"2521",191
"2522",202
"2523",218
"2524",176
"2525",218
"2526",210
"2527",192
"2528",236
"2529",215
"2530",215
"2531",211
"2532",203
"2533",198
"2534",209
"2535",195
"2536",194
"2537",204
"2538",212
"2539",185
"2540",229
"2541",206
"2542",221
"2543",198
"2544",201
"2545",208
"2546",216
"2547",193
"2548",201
"2549",199
"2550",192
"2551",198
"2552",201
"2553",215
"2554",221
"2555",191
"2556",201
"2557",208
"2558",210
"2559",219
"2560",172
"2561",191
"2562",191
"2563",180
"2564",221
"2565",225
"2566",206
"2567",192
"2568",222
"2569",212
"2570",197
"2571",194
"2572",185
"2573",190
"2574",213
"2575",233
"2576",205
"2577",207
"2578",210
"2579",199
"2580",186
"2581",213
"2582",200
"2583",184
"2584",181
"2585",180
"2586",188
"2587",201
"2588",201
"2589",182
"2590",200
"2591",221
"2592",195
"2593",188
"2594",194
"2595",181
"2596",187
"2597",182
"2598",200
"2599",212
"2600",230
"2601",223
"2602",210
"2603",214
"2604",210
"2605",206
"2606",202
"2607",233
"2608",200
"2609",182
"2610",187
"2611",209
"2612",201
"2613",200
"2614",201
"2615",193
"2616",184
"2617",208
"2618",200
"2619",206
"2620",189
"2621",215
"2622",203
"2623",187
"2624",193
"2625",216
"2626",223
"2627",190
"2628",204
"2629",214
"2630",213
"2631",213
"2632",212
"2633",218
"2634",179
"2635",202
"2636",192
"2637",192
"2638",193
"2639",209
"2640",201
"2641",191
"2642",203
"2643",217
"2644",228
"2645",196
"2646",206
"2647",195
"2648",197
"2649",199
"2650",205
"2651",220
"2652",201
"2653",204
"2654",196
"2655",197
"2656",191
"2657",183
"2658",196
"2659",218
"2660",210
"2661",208
"2662",192
"2663",178
"2664",192
"2665",199
"2666",197
"2667",193
"2668",207
"2669",209
"2670",191
"2671",180
"2672",206
"2673",190
"2674",202
"2675",205
"2676",192
"2677",215
"2678",206
"2679",186
"2680",199
"2681",203
"2682",184
"2683",208
"2684",209
"2685",218
"2686",200
"2687",195
"2688",190
"2689",227
"2690",223
"2691",199
"2692",195
"2693",220
"2694",198
"2695",217
"2696",215
"2697",183
"2698",191
"2699",173
"2700",190
"2701",187
"2702",200
"2703",206
"2704",186
"2705",214
"2706",208
"2707",178
"2708",189
"2709",194
"2710",222
"2711",218
"2712",213
"2713",189
"2714",210
"2715",225
"2716",194
"2717",191
"2718",203
"2719",190
"2720",199
"2721",213
"2722",184
"2723",206
"2724",211
"2725",195
"2726",198
"2727",193
"2728",194
"2729",177
"2730",199
"2731",199
"2732",176
"2733",188
"2734",200
"2735",200
"2736",166
"2737",199
"2738",194
"2739",197
"2740",196
"2741",199
"2742",227
"2743",209
"2744",225
"2745",199
"2746",184
"2747",199
"2748",223
"2749",217
"2750",205
"2751",191
"2752",191
"2753",206
"2754",192
"2755",180
"2756",211
"2757",200
"2758",196
"2759",175
"2760",204
"2761",224
"2762",194
"2763",200
"2764",192
"2765",211
"2766",222
"2767",222
"2768",187
"2769",200
"2770",202
"2771",215
"2772",189
"2773",203
"2774",223
"2775",164
"2776",208
"2777",221
"2778",224
"2779",199
"2780",197
"2781",201
"2782",197
"2783",182
"2784",201
"2785",209
"2786",197
"2787",208
"2788",188
"2789",227
"2790",219
"2791",213
"2792",192
"2793",206
"2794",191
"2795",205
"2796",206
"2797",210
"2798",215
"2799",175
"2800",212
"2801",189
"2802",198
"2803",201
"2804",215
"2805",196
"2806",168
"2807",204
"2808",194
"2809",207
"2810",198
"2811",221
"2812",215
"2813",193
"2814",219
"2815",213
"2816",199
"2817",203
"2818",205
"2819",208
"2820",188
"2821",208
"2822",199
"2823",196
"2824",207
"2825",195
"2826",219
"2827",188
"2828",198
"2829",210
"2830",188
"2831",209
"2832",209
"2833",205
"2834",210
"2835",184
"2836",166
"2837",209
"2838",184
"2839",213
"2840",184
"2841",185
"2842",198
"2843",186
"2844",210
"2845",186
"2846",206
"2847",184
"2848",190
"2849",237
"2850",218
"2851",194
"2852",192
"2853",204
"2854",184
"2855",210
"2856",188
"2857",200
"2858",171
"2859",180
"2860",201
"2861",205
"2862",181
"2863",186
"2864",213
"2865",204
"2866",211
"2867",196
"2868",203
"2869",187
"2870",198
"2871",201
"2872",237
"2873",194
"2874",210
"2875",201
"2876",221
"2877",200
"2878",194
"2879",193
"2880",191
"2881",202
"2882",193
"2883",204
"2884",200
"2885",197
"2886",156
"2887",200
"2888",218
"2889",200
"2890",187
"2891",197
"2892",195
"2893",187
"2894",207
"2895",223
"2896",206
"2897",183
"2898",216
"2899",187
"2900",202
"2901",210
"2902",189
"2903",211
"2904",198
"2905",185
"2906",212
"2907",183
"2908",197
"2909",203
"2910",200
"2911",179
"2912",207
"2913",168
"2914",203
"2915",187
"2916",186
"2917",194
"2918",207
"2919",181
"2920",189
"2921",204
"2922",196
"2923",200
"2924",192
"2925",195
"2926",215
"2927",202
"2928",211
"2929",200
"2930",207
"2931",187
"2932",207
"2933",187
"2934",212
"2935",188
"2936",176
"2937",212
"2938",180
"2939",202
"2940",163
"2941",188
"2942",182
"2943",208
"2944",205
"2945",194
"2946",179
"2947",222
"2948",199
"2949",220
"2950",174
"2951",228
"2952",211
"2953",185
"2954",209
"2955",232
"2956",198
"2957",175
"2958",198
"2959",207
"2960",218
"2961",182
"2962",188
"2963",198
"2964",204
"2965",199
"2966",192
"2967",186
"2968",204
"2969",194
"2970",194
"2971",196
"2972",206
"2973",202
"2974",208
"2975",191
"2976",210
"2977",203
"2978",213
"2979",202
"2980",221
"2981",201
"2982",202
"2983",203
"2984",186
"2985",188
"2986",203
"2987",188
"2988",210
"2989",215
"2990",209
"2991",211
"2992",211
"2993",181
"2994",199
"2995",188
"2996",190
"2997",189
"2998",180
"2999",209
"3000",207
"3001",199
"3002",191
"3003",201
"3004",198
"3005",192
"3006",189
"3007",177
"3008",184
"3009",212
"3010",191
"3011",190
"3012",189
"3013",182
"3014",187
"3015",188
"3016",199
"3017",208
"3018",190
"3019",215
"3020",184
"3021",199
"3022",211
"3023",188
"3024",226
"3025",224
"3026",207
"3027",211
"3028",185
"3029",185
"3030",204
"3031",189
"3032",195
"3033",218
"3034",213
"3035",209
"3036",182
"3037",212
"3038",203
"3039",223
"3040",188
"3041",197
"3042",191
"3043",202
"3044",193
"3045",202
"3046",212
"3047",178
"3048",187
"3049",200
"3050",221
"3051",209
"3052",202
"3053",185
"3054",207
"3055",183
"3056",199
"3057",208
"3058",201
"3059",202
"3060",192
"3061",209
"3062",194
"3063",218
"3064",182
"3065",190
"3066",218
"3067",215
"3068",203
"3069",215
"3070",211
"3071",194
"3072",181
"3073",224
"3074",188
"3075",220
"3076",191
"3077",194
"3078",214
"3079",189
"3080",181
"3081",193
"3082",226
"3083",195
"3084",205
"3085",194
"3086",198
"3087",211
"3088",223
"3089",215
"3090",188
"3091",186
"3092",202
"3093",207
"3094",218
"3095",183
"3096",212
"3097",182
"3098",193
"3099",213
"3100",183
"3101",207
"3102",196
"3103",193
"3104",212
"3105",195
"3106",224
"3107",214
"3108",187
"3109",198
"3110",190
"3111",185
"3112",209
"3113",204
"3114",212
"3115",213
"3116",205
"3117",215
"3118",219
"3119",196
"3120",216
"3121",217
"3122",201
"3123",227
"3124",194
"3125",185
"3126",195
"3127",207
"3128",176
"3129",222
"3130",225
"3131",174
"3132",185
"3133",183
"3134",205
"3135",175
"3136",170
"3137",234
"3138",189
"3139",198
"3140",200
"3141",198
"3142",237
"3143",223
"3144",208
"3145",220
"3146",219
"3147",208
"3148",187
"3149",203
"3150",210
"3151",223
"3152",178
"3153",177
"3154",178
"3155",233
"3156",225
"3157",225
"3158",202
"3159",211
"3160",211
"3161",198
"3162",210
"3163",226
"3164",201
"3165",213
"3166",211
"3167",211
"3168",192
"3169",175
"3170",203
"3171",196
"3172",195
"3173",189
"3174",203
"3175",184
"3176",185
"3177",211
"3178",208
"3179",217
"3180",214
"3181",203
"3182",176
"3183",225
"3184",196
"3185",202
"3186",216
"3187",228
"3188",195
"3189",194
"3190",192
"3191",217
"3192",217
"3193",207
"3194",202
"3195",181
"3196",198
"3197",194
"3198",186
"3199",193
"3200",206
"3201",201
"3202",208
"3203",187
"3204",205
"3205",183
"3206",203
"3207",198
"3208",193
"3209",233
"3210",196
"3211",202
"3212",194
"3213",193
"3214",202
"3215",197
"3216",191
"3217",223
"3218",201
"3219",207
"3220",194
"3221",219
"3222",207
"3223",220
"3224",183
"3225",179
"3226",208
"3227",202
"3228",203
"3229",201
"3230",186
"3231",209
"3232",180
"3233",209
"3234",186
"3235",208
"3236",211
"3237",172
"3238",224
"3239",195
"3240",209
"3241",197
"3242",195
"3243",198
"3244",196
"3245",229
"3246",205
"3247",211
"3248",210
"3249",195
"3250",195
"3251",201
"3252",181
"3253",204
"3254",183
"3255",198
"3256",194
"3257",187
"3258",206
"3259",200
"3260",229
"3261",195
"3262",188
"3263",216
"3264",208
"3265",211
"3266",192
"3267",189
"3268",182
"3269",198
"3270",197
"3271",214
"3272",185
"3273",216
"3274",205
"3275",196
"3276",210
"3277",194
"3278",190
"3279",208
"3280",177
"3281",187
"3282",214
"3283",183
"3284",175
"3285",213
"3286",173
"3287",193
"3288",200
"3289",221
"3290",204
"3291",210
"3292",217
"3293",196
"3294",193
"3295",192
"3296",209
"3297",212
"3298",224
"3299",198
"3300",223
"3301",191
"3302",193
"3303",200
"3304",234
"3305",198
"3306",205
"3307",193
"3308",217
"3309",194
"3310",190
"3311",225
"3312",187
"3313",203
"3314",217
"3315",214
"3316",210
"3317",218
"3318",175
"3319",198
"3320",223
"3321",220
"3322",187
"3323",205
"3324",203
"3325",198
"3326",203
"3327",201
"3328",191
"3329",178
"3330",205
"3331",197
"3332",186
"3333",201
"3334",211
"3335",194
"3336",212
"3337",195
"3338",193
"3339",199
"3340",186
"3341",205
"3342",187
"3343",191
"3344",194
"3345",221
"3346",177
"3347",205
"3348",188
"3349",209
"3350",195
"3351",187
"3352",192
"3353",208
"3354",178
"3355",209
"3356",211
"3357",203
"3358",183
"3359",214
"3360",180
"3361",191
"3362",207
"3363",211
"3364",187
"3365",216
"3366",165
"3367",209
"3368",187
"3369",197
"3370",204
"3371",213
"3372",211
"3373",189
"3374",204
"3375",193
"3376",205
"3377",204
"3378",177
"3379",205
"3380",186
"3381",179
"3382",205
"3383",183
"3384",193
"3385",203
"3386",193
"3387",193
"3388",214
"3389",206
"3390",182
"3391",194
"3392",196
"3393",217
"3394",194
"3395",190
"3396",190
"3397",178
"3398",203
"3399",177
"3400",209
"3401",201
"3402",222
"3403",210
"3404",204
"3405",201
"3406",237
"3407",208
"3408",206
"3409",218
"3410",188
"3411",213
"3412",181
"3413",184
"3414",203
"3415",188
"3416",202
"3417",188
"3418",185
"3419",234
"3420",229
"3421",210
"3422",197
"3423",189
"3424",216
"3425",190
"3426",225
"3427",199
"3428",195
"3429",195
"3430",196
"3431",179
"3432",206
"3433",207
"3434",187
"3435",186
"3436",199
"3437",189
"3438",179
"3439",191
"3440",172
"3441",203
"3442",224
"3443",192
"3444",221
"3445",190
"3446",219
"3447",205
"3448",184
"3449",189
"3450",238
"3451",205
"3452",197
"3453",230
"3454",200
"3455",185
"3456",197
"3457",193
"3458",181
"3459",201
"3460",221
"3461",238
"3462",194
"3463",209
"3464",179
"3465",183
"3466",206
"3467",221
"3468",211
"3469",208
"3470",236
"3471",206
"3472",191
"3473",196
"3474",200
"3475",205
"3476",217
"3477",203
"3478",210
"3479",204
"3480",244
"3481",188
"3482",203
"3483",198
"3484",191
"3485",200
"3486",191
"3487",229
"3488",188
"3489",188
"3490",193
"3491",222
"3492",219
"3493",195
"3494",189
"3495",175
"3496",195
"3497",163
"3498",193
"3499",196
"3500",194
"3501",188
"3502",218
"3503",217
"3504",225
"3505",189
"3506",201
"3507",189
"3508",201
"3509",182
"3510",207
"3511",196
"3512",197
"3513",192
"3514",193
"3515",217
"3516",193
"3517",200
"3518",200
"3519",227
"3520",186
"3521",207
"3522",195
"3523",210
"3524",217
"3525",190
"3526",209
"3527",211
"3528",194
"3529",189
"3530",193
"3531",198
"3532",203
"3533",235
"3534",196
"3535",207
"3536",196
"3537",196
"3538",209
"3539",213
"3540",165
"3541",198
"3542",189
"3543",215
"3544",185
"3545",203
"3546",191
"3547",183
"3548",188
"3549",190
"3550",194
"3551",211
"3552",202
"3553",194
"3554",198
"3555",190
"3556",193
"3557",207
"3558",226
"3559",206
"3560",227
"3561",193
"3562",229
"3563",180
"3564",196
"3565",191
"3566",175
"3567",213
"3568",185
"3569",216
"3570",208
"3571",186
"3572",187
"3573",181
"3574",213
"3575",183
"3576",205
"3577",179
"3578",183
"3579",236
"3580",182
"3581",200
"3582",199
"3583",188
"3584",191
"3585",204
"3586",206
"3587",211
"3588",200
"3589",231
"3590",191
"3591",189
"3592",168
"3593",216
"3594",209
"3595",188
"3596",198
"3597",203
"3598",177
"3599",206
"3600",203
"3601",224
"3602",198
"3603",223
"3604",190
"3605",220
"3606",210
"3607",220
"3608",198
"3609",219
"3610",202
"3611",207
"3612",231
"3613",204
"3614",187
"3615",234
"3616",191
"3617",226
"3618",198
"3619",173
"3620",188
"3621",204
"3622",188
"3623",199
"3624",183
"3625",197
"3626",209
"3627",205
"3628",204
"3629",197
"3630",190
"3631",201
"3632",207
"3633",192
"3634",178
"3635",208
"3636",210
"3637",193
"3638",199
"3639",195
"3640",192
"3641",192
"3642",220
"3643",182
"3644",198
"3645",212
"3646",199
"3647",223
"3648",210
"3649",186
"3650",219
"3651",211
"3652",187
"3653",209
"3654",194
"3655",205
"3656",189
"3657",220
"3658",215
"3659",182
"3660",188
"3661",204
"3662",196
"3663",191
"3664",188
"3665",191
"3666",202
"3667",202
"3668",214
"3669",208
"3670",188
"3671",216
"3672",212
"3673",203
"3674",180
"3675",210
"3676",196
"3677",214
"3678",167
"3679",206
"3680",201
"3681",200
"3682",194
"3683",188
"3684",210
"3685",215
"3686",177
"3687",207
"3688",187
"3689",204
"3690",216
"3691",195
"3692",212
"3693",199
"3694",179
"3695",176
"3696",222
"3697",203
"3698",197
"3699",198
"3700",200
"3701",175
"3702",194
"3703",190
"3704",218
"3705",199
"3706",201
"3707",198
"3708",170
"3709",212
"3710",219
"3711",205
"3712",212
"3713",210
"3714",189
"3715",204
"3716",186
"3717",173
"3718",216
"3719",186
"3720",169
"3721",202
"3722",213
"3723",212
"3724",179
"3725",201
"3726",216
"3727",219
"3728",207
"3729",210
"3730",200
"3731",216
"3732",169
"3733",199
"3734",215
"3735",209
"3736",184
"3737",212
"3738",192
"3739",189
"3740",220
"3741",196
"3742",194
"3743",190
"3744",217
"3745",190
"3746",216
"3747",185
"3748",187
"3749",196
"3750",183
"3751",199
"3752",207
"3753",192
"3754",191
"3755",197
"3756",199
"3757",184
"3758",195
"3759",209
"3760",213
"3761",195
"3762",228
"3763",215
"3764",231
"3765",196
"3766",200
"3767",197
"3768",194
"3769",191
"3770",170
"3771",236
"3772",195
"3773",204
"3774",210
"3775",194
"3776",203
"3777",216
"3778",189
"3779",200
"3780",194
"3781",209
"3782",179
"3783",202
"3784",216
"3785",188
"3786",216
"3787",209
"3788",202
"3789",192
"3790",191
"3791",193
"3792",200
"3793",183
"3794",189
"3795",230
"3796",150
"3797",211
"3798",198
"3799",217
"3800",207
"3801",189
"3802",175
"3803",205
"3804",176
"3805",213
"3806",227
"3807",194
"3808",180
"3809",200
"3810",196
"3811",194
"3812",189
"3813",187
"3814",222
"3815",185
"3816",181
"3817",193
"3818",212
"3819",229
"3820",197
"3821",185
"3822",183
"3823",183
"3824",210
"3825",191
"3826",176
"3827",199
"3828",191
"3829",197
"3830",227
"3831",178
"3832",197
"3833",210
"3834",196
"3835",193
"3836",192
"3837",200
"3838",222
"3839",173
"3840",207
"3841",196
"3842",184
"3843",213
"3844",191
"3845",191
"3846",194
"3847",197
"3848",178
"3849",193
"3850",212
"3851",185
"3852",191
"3853",209
"3854",207
"3855",188
"3856",223
"3857",222
"3858",187
"3859",196
"3860",208
"3861",204
"3862",188
"3863",223
"3864",222
"3865",179
"3866",218
"3867",183
"3868",208
"3869",174
"3870",217
"3871",190
"3872",196
"3873",226
"3874",194
"3875",214
"3876",224
"3877",200
"3878",212
"3879",192
"3880",200
"3881",166
"3882",229
"3883",198
"3884",202
"3885",202
"3886",202
"3887",181
"3888",187
"3889",187
"3890",189
"3891",218
"3892",202
"3893",198
"3894",177
"3895",188
"3896",207
"3897",227
"3898",222
"3899",192
"3900",202
"3901",212
"3902",205
"3903",216
"3904",193
"3905",180
"3906",191
"3907",219
"3908",195
"3909",198
"3910",171
"3911",203
"3912",192
"3913",192
"3914",190
"3915",201
"3916",198
"3917",202
"3918",190
"3919",212
"3920",200
"3921",185
"3922",194
"3923",190
"3924",193
"3925",202
"3926",208
"3927",203
"3928",198
"3929",209
"3930",186
"3931",198
"3932",190
"3933",175
"3934",204
"3935",210
"3936",191
"3937",188
"3938",203
"3939",178
"3940",195
"3941",195
"3942",199
"3943",200
"3944",209
"3945",211
"3946",194
"3947",187
"3948",183
"3949",207
"3950",239
"3951",191
"3952",205
"3953",190
"3954",203
"3955",205
"3956",205
"3957",197
"3958",184
"3959",216
"3960",202
"3961",222
"3962",189
"3963",225
"3964",196
"3965",184
"3966",182
"3967",196
"3968",194
"3969",190
"3970",197
"3971",195
"3972",178
"3973",200
"3974",221
"3975",198
"3976",179
"3977",197
"3978",196
"3979",190
"3980",199
"3981",218
"3982",217
"3983",232
"3984",208
"3985",167
"3986",210
"3987",189
"3988",192
"3989",169
"3990",217
"3991",206
"3992",184
"3993",188
"3994",183
"3995",193
"3996",223
"3997",201
"3998",205
"3999",193
"4000",182
"4001",179
"4002",169
"4003",213
"4004",194
"4005",188
"4006",198
"4007",178
"4008",230
"4009",193
"4010",201
"4011",189
"4012",198
"4013",201
"4014",182
"4015",170
"4016",197
"4017",200
"4018",206
"4019",206
"4020",218
"4021",185
"4022",213
"4023",215
"4024",215
"4025",195
"4026",206
"4027",177
"4028",235
"4029",206
"4030",183
"4031",205
"4032",208
"4033",201
"4034",223
"4035",209
"4036",212
"4037",184
"4038",198
"4039",172
"4040",191
"4041",217
"4042",201
"4043",213
"4044",203
"4045",224
"4046",195
"4047",228
"4048",203
"4049",180
"4050",208
"4051",183
"4052",200
"4053",200
"4054",185
"4055",192
"4056",219
"4057",202
"4058",194
"4059",174
"4060",215
"4061",220
"4062",187
"4063",182
"4064",219
"4065",204
"4066",211
"4067",209
"4068",179
"4069",211
"4070",192
"4071",202
"4072",230
"4073",200
"4074",206
"4075",187
"4076",164
"4077",190
"4078",195
"4079",200
"4080",161
"4081",206
"4082",198
"4083",189
"4084",197
"4085",206
"4086",218
"4087",169
"4088",181
"4089",205
"4090",219
"4091",184
"4092",198
"4093",209
"4094",217
"4095",195
"4096",202
"4097",195
"4098",201
"4099",181
"4100",209
"4101",198
"4102",213
"4103",194
"4104",188
"4105",201
"4106",219
"4107",199
"4108",200
"4109",203
"4110",196
"4111",198
"4112",188
"4113",205
"4114",177
"4115",210
"4116",209
"4117",187
"4118",200
"4119",192
"4120",192
"4121",201
"4122",174
"4123",215
"4124",210
"4125",214
"4126",191
"4127",204
"4128",194
"4129",217
"4130",180
"4131",217
"4132",217
"4133",203
"4134",185
"4135",199
"4136",214
"4137",168
"4138",196
"4139",173
"4140",198
"4141",191
"4142",202
"4143",207
"4144",206
"4145",202
"4146",202
"4147",202
"4148",199
"4149",195
"4150",212
"4151",197
"4152",196
"4153",207
"4154",188
"4155",214
"4156",189
"4157",184
"4158",202
"4159",206
"4160",184
"4161",201
"4162",189
"4163",161
"4164",190
"4165",218
"4166",216
"4167",178
"4168",191
"4169",201
"4170",176
"4171",205
"4172",228
"4173",193
"4174",176
"4175",170
"4176",194
"4177",221
"4178",188
"4179",219
"4180",204
"4181",232
"4182",213
"4183",222
"4184",177
"4185",196
"4186",204
"4187",225
"4188",192
"4189",180
"4190",194
"4191",194
"4192",221
"4193",218
"4194",193
"4195",207
"4196",194
"4197",192
"4198",200
"4199",196
"4200",200
"4201",184
"4202",188
"4203",204
"4204",193
"4205",219
"4206",186
"4207",205
"4208",203
"4209",186
"4210",190
"4211",195
"4212",201
"4213",193
"4214",189
"4215",211
"4216",205
"4217",198
"4218",191
"4219",205
"4220",168
"4221",187
"4222",187
"4223",202
"4224",218
"4225",198
"4226",179
"4227",184
"4228",197
"4229",200
"4230",200
"4231",211
"4232",177
"4233",193
"4234",214
"4235",225
"4236",170
"4237",220
"4238",204
"4239",212
"4240",194
"4241",219
"4242",198
"4243",202
"4244",180
"4245",184
"4246",193
"4247",197
"4248",185
"4249",193
"4250",204
"4251",226
"4252",215
"4253",207
"4254",209
"4255",193
"4256",231
"4257",197
"4258",197
"4259",208
"4260",201
"4261",187
"4262",203
"4263",207
"4264",208
"4265",196
"4266",201
"4267",198
"4268",205
"4269",224
"4270",203
"4271",187
"4272",184
"4273",198
"4274",190
"4275",208
"4276",194
"4277",228
"4278",209
"4279",216
"4280",231
"4281",222
"4282",191
"4283",212
"4284",207
"4285",214
"4286",198
"4287",185
"4288",224
"4289",228
"4290",198
"4291",206
"4292",218
"4293",217
"4294",236
"4295",194
"4296",183
"4297",192
"4298",191
"4299",196
"4300",193
"4301",195
"4302",172
"4303",222
"4304",243
"4305",197
"4306",212
"4307",213
"4308",222
"4309",203
"4310",206
"4311",228
"4312",163
"4313",206
"4314",209
"4315",198
"4316",180
"4317",192
"4318",187
"4319",191
"4320",181
"4321",197
"4322",190
"4323",198
"4324",179
"4325",204
"4326",208
"4327",203
"4328",188
"4329",195
"4330",226
"4331",226
"4332",199
"4333",196
"4334",208
"4335",214
"4336",186
"4337",192
"4338",207
"4339",196
"4340",184
"4341",224
"4342",197
"4343",189
"4344",203
"4345",218
"4346",196
"4347",202
"4348",191
"4349",199
"4350",204
"4351",193
"4352",199
"4353",196
"4354",208
"4355",205
"4356",171
"4357",220
"4358",206
"4359",199
"4360",213
"4361",199
"4362",182
"4363",192
"4364",188
"4365",223
"4366",181
"4367",192
"4368",194
"4369",207
"4370",205
"4371",206
"4372",175
"4373",206
"4374",205
"4375",211
"4376",205
"4377",205
"4378",199
"4379",203
"4380",201
"4381",190
"4382",201
"4383",204
"4384",197
"4385",195
"4386",194
"4387",167
"4388",221
"4389",209
"4390",188
"4391",204
"4392",216
"4393",198
"4394",176
"4395",199
"4396",179
"4397",236
"4398",191
"4399",206
"4400",209
"4401",203
"4402",226
"4403",220
"4404",206
"4405",198
"4406",195
"4407",195
"4408",194
"4409",214
"4410",194
"4411",205
"4412",202
"4413",204
"4414",180
"4415",210
"4416",202
"4417",201
"4418",202
"4419",205
"4420",221
"4421",197
"4422",180
"4423",209
"4424",211
"4425",184
"4426",212
"4427",171
"4428",185
"4429",207
"4430",201
"4431",191
"4432",178
"4433",203
"4434",194
"4435",187
"4436",182
"4437",186
"4438",188
"4439",199
"4440",226
"4441",219
"4442",215
"4443",205
"4444",198
"4445",179
"4446",170
"4447",211
"4448",189
"4449",208
"4450",194
"4451",199
"4452",214
"4453",196
"4454",223
"4455",201
"4456",205
"4457",201
"4458",205
"4459",196
"4460",216
"4461",208
"4462",177
"4463",208
"4464",199
"4465",208
"4466",224
"4467",212
"4468",204
"4469",175
"4470",212
"4471",185
"4472",219
"4473",182
"4474",192
"4475",186
"4476",184
"4477",210
"4478",192
"4479",201
"4480",221
"4481",194
"4482",201
"4483",203
"4484",211
"4485",206
"4486",195
"4487",213
"4488",187
"4489",203
"4490",180
"4491",200
"4492",182
"4493",206
"4494",205
"4495",197
"4496",238
"4497",201
"4498",236
"4499",195
"4500",206
"4501",175
"4502",204
"4503",213
"4504",198
"4505",184
"4506",207
"4507",210
"4508",196
"4509",199
"4510",183
"4511",202
"4512",215
"4513",189
"4514",191
"4515",163
"4516",222
"4517",205
"4518",205
"4519",183
"4520",192
"4521",227
"4522",192
"4523",201
"4524",196
"4525",207
"4526",194
"4527",190
"4528",203
"4529",200
"4530",188
"4531",192
"4532",182
"4533",202
"4534",193
"4535",165
"4536",169
"4537",193
"4538",239
"4539",191
"4540",196
"4541",204
"4542",207
"4543",185
"4544",217
"4545",205
"4546",204
"4547",204
"4548",233
"4549",202
"4550",201
"4551",217
"4552",184
"4553",198
"4554",201
"4555",200
"4556",192
"4557",207
"4558",188
"4559",227
"4560",198
"4561",201
"4562",208
"4563",198
"4564",192
"4565",222
"4566",195
"4567",206
"4568",214
"4569",218
"4570",200
"4571",192
"4572",197
"4573",210
"4574",199
"4575",193
"4576",202
"4577",168
"4578",197
"4579",205
"4580",224
"4581",189
"4582",203
"4583",221
"4584",192
"4585",200
"4586",215
"4587",210
"4588",191
"4589",230
"4590",209
"4591",200
"4592",216
"4593",191
"4594",207
"4595",220
"4596",184
"4597",209
"4598",208
"4599",203
"4600",181
"4601",184
"4602",198
"4603",192
"4604",204
"4605",187
"4606",213
"4607",198
"4608",200
"4609",194
"4610",176
"4611",198
"4612",195
"4613",191
"4614",206
"4615",191
"4616",208
"4617",189
"4618",190
"4619",186
"4620",204
"4621",195
"4622",199
"4623",206
"4624",192
"4625",228
"4626",199
"4627",192
"4628",226
"4629",185
"4630",202
"4631",189
"4632",204
"4633",211
"4634",194
"4635",200
"4636",219
"4637",195
"4638",195
"4639",181
"4640",195
"4641",186
"4642",197
"4643",218
"4644",210
"4645",220
"4646",215
"4647",188
"4648",197
"4649",197
"4650",238
"4651",202
"4652",172
"4653",179
"4654",187
"4655",191
"4656",211
"4657",188
"4658",211
"4659",217
"4660",228
"4661",211
"4662",179
"4663",212
"4664",198
"4665",207
"4666",223
"4667",208
"4668",200
"4669",205
"4670",200
"4671",201
"4672",207
"4673",215
"4674",169
"4675",209
"4676",198
"4677",191
"4678",198
"4679",193
"4680",205
"4681",217
"4682",195
"4683",181
"4684",193
"4685",200
"4686",202
"4687",204
"4688",193
"4689",227
"4690",185
"4691",179
"4692",207
"4693",175
"4694",208
"4695",212
"4696",189
"4697",230
"4698",186
"4699",202
"4700",204
"4701",197
"4702",185
"4703",202
"4704",177
"4705",207
"4706",229
"4707",212
"4708",185
"4709",200
"4710",203
"4711",200
"4712",197
"4713",182
"4714",198
"4715",198
"4716",210
"4717",211
"4718",182
"4719",169
"4720",196
"4721",197
"4722",216
"4723",201
"4724",189
"4725",217
"4726",182
"4727",211
"4728",202
"4729",228
"4730",191
"4731",194
"4732",216
"4733",207
"4734",197
"4735",199
"4736",217
"4737",215
"4738",209
"4739",200
"4740",184
"4741",210
"4742",195
"4743",186
"4744",194
"4745",164
"4746",229
"4747",210
"4748",212
"4749",205
"4750",215
"4751",202
"4752",200
"4753",216
"4754",200
"4755",186
"4756",194
"4757",176
"4758",193
"4759",209
"4760",181
"4761",190
"4762",205
"4763",214
"4764",191
"4765",205
"4766",209
"4767",198
"4768",205
"4769",189
"4770",230
"4771",189
"4772",196
"4773",182
"4774",200
"4775",173
"4776",206
"4777",220
"4778",206
"4779",201
"4780",213
"4781",184
"4782",220
"4783",214
"4784",198
"4785",196
"4786",196
"4787",226
"4788",203
"4789",189
"4790",176
"4791",212
"4792",204
"4793",201
"4794",187
"4795",211
"4796",185
"4797",218
"4798",231
"4799",211
"4800",202
"4801",206
"4802",191
"4803",200
"4804",172
"4805",207
"4806",194
"4807",183
"4808",198
"4809",201
"4810",173
"4811",193
"4812",214
"4813",194
"4814",203
"4815",196
"4816",195
"4817",200
"4818",199
"4819",180
"4820",214
"4821",206
"4822",190
"4823",227
"4824",194
"4825",183
"4826",205
"4827",221
"4828",205
"4829",219
